DeviceID,Date,ALDER,ASH,BEECH,BIRCH,COTTONWOOD,ELM,HACKBERRY,HAZELNUT,HICKORY,JUNIPER,MAPLE,MULBERRY,OAK,PINE,PRIVET,SEDGES,SWEET GUM,SYCAMORE,WALNUT,WILLOW,CATTAIL,COCKLEBUR,DOG FENNEL,MUGWORT,NETTLE,PIGWEED,PLANTAIN,RAGWEED,SHEEP SORREL,Total
Clinic,2/3/2020 0:00,8.88,0,0,4.14,0,20.71,0,0,0,18.93,1.18,0,0,0.59,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0.59,0,55.61
Clinic,2/4/2020 0:00,27.22,0,0,0,0,82.84,0,0,0,134.91,2.96,0,0,10.06,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,1.78,260.36
Clinic,2/5/2020 0:00,17.75,0,0,0,0,25.44,0,0,0.59,32.54,3.55,0,0.59,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6
Clinic,2/6/2020 0:00,5.33,0,0,3.55,0,21.89,0,0,0,7.1,5.33,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.57
Clinic,2/7/2020 0:00,0,0,0,0.59,0,0,0,0,0,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42
Clinic,2/10/2020 0:00,4.73,0,0,0,0,2.37,0,0,0,5.33,1.18,0,0.59,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98
Clinic,2/11/2020 0:00,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
Clinic,2/12/2020 0:00,0.59,0,0,0,0,0,0,0,0,7.69,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87
Clinic,2/13/2020 0:00,7.1,0,0,0,0,47.34,0,0,0,264.5,0.59,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,326.63
Clinic,2/14/2020 0:00,0.59,0,0,1.18,0,42.01,0,0,0,195.27,1.78,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.01
Clinic,2/17/2020 0:00,0,0,0,0,0,0.59,0,0,1.18,1.18,0.59,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72
Clinic,2/18/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinic,2/19/2020 0:00,0,0,0,0,0,1.18,0,0,0.59,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,4.14
Clinic,2/20/2020 0:00,0,0,0,0,0,32.54,0,0,0,50.89,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.02
Clinic,2/21/2020 0:00,0,0,0,0,0,0.59,0,0,0,0.59,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36
Clinic,2/24/2020 0:00,0,0,0,0,0,20.71,0,0,0,5.92,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.22
Clinic,2/25/2020 0:00,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
Clinic,2/26/2020 0:00,0,1.18,0,0,0,36.09,0,0,0,31.95,1.78,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,72.18
Clinic,2/27/2020 0:00,0.59,0,0,0.59,0,29.59,0,0,0,156.8,1.78,0,0,5.92,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.59,1.18,197.63
Clinic,2/28/2020 0:00,0.59,0,0,0,0,7.1,0,0,0,7.69,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16
Clinic,3/2/2020 0:00,0.59,0,0,1.18,0,13.61,1.18,0,0,36.69,2.96,0,7.69,11.24,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,75.73
Clinic,3/3/2020 0:00,0,0,0,0,0,0.59,0,0,0.59,0.59,0.59,0,1.78,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73
Clinic,3/4/2020 0:00,0.59,1.18,0,0.59,0,21.89,0,0,0,36.69,28.99,0,3.55,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.66
Clinic,3/5/2020 0:00,0,0,0,0,0,1.18,0,0,0,1.18,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95
Clinic,3/6/2020 0:00,0,0,0,0,0,9.47,0,0,0.59,11.83,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26
Clinic,3/9/2020 0:00,0,0,0,2.37,0,1.18,0,0,0,6.51,2.96,0,14.79,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,36.68
Clinic,3/10/2020 0:00,0,0,0,13.61,0,0.59,5.33,0,0,15.98,7.69,0,29.59,84.02,0,0,5.33,4.73,0,6.51,0,0,0,0,0,0,0,0,1.18,174.56
Clinic,3/11/2020 0:00,0,0,0,0.59,0,1.78,0,0,0,1.18,0,0,5.33,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
Clinic,3/12/2020 0:00,0,0.59,0,2.96,1.78,0.59,4.73,0,0.59,2.96,1.18,0,40.83,13.02,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,70.41
Clinic,3/13/2020 0:00,0,0,0,2.96,9.47,0,31.36,0,0,23.67,2.96,1.18,143.79,166.27,0,0,12.43,13.61,0,8.28,0,0,0,0,0,0,0,0,0,415.98
Clinic,3/16/2020 0:00,0.59,0,0,4.73,15.38,0.59,1.18,0,0,3.55,1.78,0,23.08,37.28,0,0,0.59,5.33,0,0.59,0,0,0,0,0,0,0,0,0,94.67
Clinic,3/17/2020 0:00,0,0,0,1.18,1.18,4.14,1.18,0,0,4.14,15.98,0,5.33,13.02,0,0,1.18,0.59,0,1.18,0,0,0,0,0,0,0,0,0.59,49.69
Clinic,3/18/2020 0:00,0,1.78,0,3.55,0,1.78,0.59,0,0,0,4.73,0,21.89,29.59,0,0,0.59,10.06,0,1.78,0,0,0,0,0,0,0,0,4.14,80.48
Clinic,3/19/2020 0:00,0,0,0,1.18,0,0,0,0,0.59,0,0,0,27.22,49.11,0,0,14.79,3.55,0.59,0,0,0,0,0,0,0,0,0.59,0,97.62
Clinic,3/20/2020 0:00,2.17,4.34,0,47.72,0,0,39.05,0,4.34,6.51,0,19.52,648.59,726.68,0,0,65.08,26.03,0,26.03,0,0,0,0,0,0,0,0,8.68,1624.74
Clinic,3/21/2020 0:00,0,0,0,4.34,2.17,2.17,73.75,0,2.17,13.02,26.03,8.68,286.33,1405.64,0,0,17.35,19.52,0,2.17,0,0,0,0,0,0,0,0,0,1863.34
Clinic,3/22/2020 0:00,2.17,0,0,17.35,0,28.2,69.41,0,0,36.88,2.17,54.23,1976.14,180.04,0,2.17,2.17,6.51,0,49.89,0,0,0,0,0,0,0,0,0,2427.33
Clinic,3/23/2020 0:00,0,0,0,6.51,0,0,4.34,0,0,8.68,17.35,6.51,223.43,282,0,0,0,17.35,0,2.17,0,0,0,0,0,0,0,0,4.34,572.68
Clinic,3/24/2020 0:00,0,0,0,0.59,0,0,0,0,0,0,0.59,0,1.18,14.2,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,18.34
Clinic,3/25/2020 0:00,0,2.96,0,4.14,0,0,3.55,0,2.37,0,0.59,6.51,426.04,154.44,0,0,28.99,5.92,0,11.24,0,0,0,0,0,0,0,0,0,646.75
Clinic,3/26/2020 0:00,0,0,0,4.34,6.51,6.51,71.58,0,0,28.2,0,15.18,3177.87,316.7,0,0,15.18,6.51,0,15.18,0,0,0,0,0,0,0,0,0,3663.76
Clinic,3/27/2020 0:00,0,39.05,23.86,17.35,0,0,34.71,6.51,0,6.51,301.52,45.55,3106.29,1926.25,0,0,117.14,97.61,8.68,45.55,2.17,0,0,0,0,0,0,0,4.34,5783.09
Clinic,3/28/2020 0:00,2.17,30.37,15.18,45.55,0,4.34,69.41,13.02,8.68,4.34,117.14,184.38,3344.9,2624.73,0,0,136.66,130.15,19.52,67.25,2.17,0,0,0,0,0,0,0,4.34,6824.3
Clinic,3/29/2020 0:00,0,26.03,60.74,101.95,0,2.17,45.55,34.71,6.51,6.51,13.02,598.7,4752.71,2754.88,0,0,123.64,212.58,23.86,78.09,0,0,0,0,0,0,0,0,21.69,8863.34
Clinic,3/30/2020 0:00,6.51,26.03,0,101.95,2.17,4.34,6.51,0,23.86,0,2.17,908.89,3130.15,2036.88,0,0,420.82,323.21,0,80.26,0,0,0,0,0,0,0,0,0,7073.75
Clinic,3/31/2020 0:00,0,15.18,56.4,71.58,0,0,13.02,15.18,4.34,8.68,6.51,225.6,1351.41,676.79,0,2.17,151.84,164.86,15.18,60.74,0,0,0,0,0,0,0,0,4.34,2843.82
Clinic,4/1/2020 0:00,4.34,41.21,17.35,10.85,2.17,4.34,2.17,2.17,4.34,2.17,78.09,41.21,702.82,520.61,0,0,34.71,80.26,15.18,60.74,0,0,0,0,0,0,0,0,0,1624.73
Clinic,4/2/2020 0:00,0,6.51,2.17,13.02,0,0,6.51,0,6.51,0,0,23.86,282,446.85,0,0,67.25,54.23,0,34.71,0,0,0,0,0,0,0,0,0,943.62
Clinic,4/3/2020 0:00,0,15.18,19.52,8.68,0,0,6.51,4.34,2.17,4.34,2.17,195.23,342.73,186.55,23.86,0,52.06,49.89,4.34,30.37,0,0,0,0,0,0,0,0,0,947.94
Clinic,4/4/2020 0:00,0,21.69,0,8.68,0,0,13.02,8.68,32.54,4.34,0,210.41,976.14,295.01,13.02,2.17,73.75,101.95,0,91.11,0,0,0,0,0,0,0,0,0,1852.51
Clinic,4/5/2020 0:00,4.34,28.2,8.68,26.03,0,0,19.52,2.17,43.38,4.34,39.05,1544.47,908.89,429.5,0,0,69.41,141,15.18,28.2,0,0,0,0,0,0,0,0,0,3312.36
Clinic,4/6/2020 0:00,0,6.51,13.02,8.68,0,0,4.34,6.51,6.51,0,0,1544.47,633.41,99.78,0,0,21.69,104.12,4.34,28.2,0,0,0,0,0,0,0,0,13.02,2494.6
Clinic,4/7/2020 0:00,0,6.51,6.51,15.18,0,0,2.17,2.17,67.25,4.34,0,3095.45,722.34,180.04,0,0,8.68,127.98,13.02,47.72,0,0,0,0,0,0,0,0,10.85,4310.21
Clinic,4/8/2020 0:00,6.51,2.17,0,23.86,0,0,0,0,19.52,2.17,0,2015.18,622.56,141,0,0,21.69,86.77,6.51,104.12,0,0,0,0,0,0,0,0,2.17,3054.23
Clinic,4/9/2020 0:00,0,7.1,0,4.14,0,0.59,2.37,0,14.79,5.33,1.18,372.78,203.55,104.14,0,0,7.1,9.47,2.96,7.1,0,0,0,0,0,0,0,0,0,742.6
Clinic,4/10/2020 0:00,0,10.85,8.68,2.17,0,0,6.51,0,36.88,13.02,0,173.54,587.85,318.87,0,0,19.52,71.58,30.37,39.05,0,0,0,0,0,0,0,0,0,1318.89
Clinic,4/11/2020 0:00,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78
Clinic,4/14/2020 0:00,0,1.78,0,0,0,0,0,0,27.22,7.69,0,30.18,42.6,49.11,3.55,0,0.59,13.61,6.51,7.1,0.59,0,0,0,0,0,0,0,1.18,191.71
Clinic,4/15/2020 0:00,2.17,15.18,0,4.34,0,0,6.51,0,17.35,21.69,6.51,45.55,188.72,149.67,0,0,2.17,65.08,15.18,19.52,0,0,0,0,0,2.17,0,0,0,561.81
Clinic,4/16/2020 0:00,0,1.78,0,3.55,0,0,2.96,0,10.65,2.37,0,10.06,98.22,55.03,0,0,0,34.91,6.51,16.57,0,0,0,0,0,0,0,0,0.59,243.2
Clinic,4/17/2020 0:00,0,1.78,2.37,0.59,0,0,0.59,0,10.06,0.59,0,12.43,143.79,63.31,6.51,0,4.73,27.22,12.43,15.38,0,0,0,0,0,0,0,0,0.59,302.37
Clinic,4/20/2020 0:00,0,0.59,0,0.59,0,0,0,0,1.18,0,0,5.33,6.51,4.73,0,0,0,3.55,0.59,2.37,0,0,0,0,0,0,0,0,0,25.44
Clinic,4/21/2020 0:00,0,0.59,2.96,1.18,0,0,0,1.18,18.34,0,0,1.78,52.66,15.38,0,0,0,5.33,10.06,2.37,0,0,0,0,0,0,0,0,0,111.83
Clinic,4/22/2020 0:00,0,2.96,4.73,1.18,0,0.59,1.78,0,66.86,11.24,0,4.73,174.56,17.75,0,0,0.59,17.75,11.83,6.51,0,0,0,0,0,0,0,0,1.78,324.84
Clinic,4/23/2020 0:00,0,4.14,1.18,1.18,0,0.59,0.59,0,22.49,2.37,0,4.14,20.12,5.92,0,0,0,0,3.55,4.14,0,0,0,0,0,0,0,0,0.59,71
Clinic,4/24/2020 0:00,0,1.18,0,1.18,0,0,0,0,1.78,0,0,0,7.1,14.79,1.18,0,0,0,1.18,0,0,0,0,0,1.18,0,0,0,1.18,30.75
Clinic,4/27/2020 0:00,0,1.18,2.37,0,0,0,0,0,16.57,0,0,5.92,40.83,6.51,1.78,0,0,5.33,1.78,5.92,0,0,0,0,0,0,0.59,0,0.59,89.37
Clinic,4/28/2020 0:00,0,1.18,0,1.18,6.51,0,1.78,0,34.91,1.78,0,4.14,37.87,7.1,0,0,0,1.78,4.73,4.73,0,0,0,0,1.18,0,0,0,0,108.87
Clinic,4/29/2020 0:00,0,0,0,0,0,0,0,0,50.89,1.78,0,10.65,4.73,4.73,0,0,0,0.59,6.51,0,0,0,0,0,0,0,0,0,0.59,80.47
Clinic,4/30/2020 0:00,0,0.59,0.59,0,0,0,1.18,0,15.38,0,0,1.78,5.33,2.96,0,0,0,0,1.78,0.59,0,0,0,0,0,0,0,0,0,30.18
Clinic,5/1/2020 0:00,0,2.96,0,0.59,0.59,0,0,0,28.99,0.59,0,9.47,37.28,13.61,0,0,0.59,6.51,2.37,1.78,0,0,0,0,0,0,0,0,0.59,105.92
Clinic,5/4/2020 0:00,0,0,1.18,0,0,0,2.37,0,76.92,2.96,0,94.67,39.05,4.14,0,0,0,8.28,10.06,2.37,0,0,0,0,0,0,0,0.59,1.18,243.77
Clinic,5/5/2020 0:00,0,0.59,0,0.59,0,0,0,0,65.68,1.78,0,126.04,2.37,0.59,2.96,1.18,0,2.37,4.14,2.96,0,0,0,0,0,0.59,0,0,0,211.84
Clinic,5/6/2020 0:00,0,0,0.59,1.18,0.59,0,0,0,141.42,0.59,0,234.91,21.3,4.14,0.59,0,0,7.1,11.83,1.78,0,0,0,0,0,0.59,0,0.59,0.59,427.79
Clinic,5/7/2020 0:00,0,0.59,0,0.59,0,0,0,0,84.62,0,0,25.44,24.26,13.02,4.14,1.18,0,5.33,6.51,7.1,0,0,0,0,0,0,0.59,0,0.59,173.96
Clinic,5/8/2020 0:00,0,0.59,5.92,0,0,0,0.59,0,31.95,1.18,0,39.64,24.26,4.73,0,0,0,6.51,1.78,1.18,0.59,0,0,0,0,0,0,0,0.59,119.51
Clinic,5/11/2020 0:00,0,0,1.78,0,0,0,0,0,46.15,4.73,0,15.98,4.73,4.73,3.55,0,0,1.18,3.55,0.59,0,0,0,0,0,0,0,0,0,86.97
Clinic,5/12/2020 0:00,0,0,0,0,0,0,0,0,42.01,1.18,0,8.88,28.4,10.06,5.92,0.59,0,4.14,5.92,8.28,0,0,0,0,0,0,0,1.18,0,116.56
Clinic,5/13/2020 0:00,0,0,0,1.18,0,0,0,0,21.89,5.33,0,9.47,0.59,2.37,2.96,0,0,0,3.55,0.59,0,0,0,0,0,0,0.59,1.78,0,50.3
Clinic,5/14/2020 0:00,0,0,13.61,0,0,0,0,0,15.38,2.96,0,11.83,0,3.55,1.78,0,0,0,4.73,0.59,0,0,0,0,0,0,0,0,1.18,55.61
Clinic,5/15/2020 0:00,0,0,8.28,0,0,0,1.18,0,34.91,0.59,0.59,4.73,8.88,11.24,0.59,0,0.59,0,0.59,2.96,0,0,0,0,0,0,0.59,0,1.78,77.5
Clinic,5/16/2020 0:00,0.59,0,0,4.73,15.38,0.59,1.18,0,0,3.55,1.78,0,23.08,37.28,0,0,0.59,5.33,0,0.59,0,0,0,0,0,0,0,0,0,94.67
Clinic,5/18/2020 0:00,0,0,0,0,0,0,0,0,11.24,3.55,0,0.59,2.96,8.88,0,0,0,0,1.78,0.59,0.59,0,0,0,0,0,0,0,0,30.18
Clinic,5/19/2020 0:00,0,0,0,0.59,0,0,0,0,4.14,0.59,0,0.59,0,1.18,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,7.68
Clinic,5/20/2020 0:00,0,0,0,0,0,0,0,0,1.18,1.18,0,0.59,0,2.37,1.78,0.59,0,0,1.18,0,1.78,0,0,0,0,0,0,1.78,1.78,14.21
Clinic,5/21/2020 0:00,0,0,0,0,0,0,0,0,1.18,2.96,0,1.18,5.33,10.06,0,0,0,0,0.59,1.78,0.59,0,0,0,0,0,0,0,0.59,24.26
Clinic,5/22/2020 0:00,0,0,0.59,0,0,0,0,0,2.37,3.55,0,0.59,0.59,1.78,0,0.59,0,0,0,1.18,0,0,0,0,0,0,0.59,0,0,11.83
Clinic,5/26/2020 0:00,0,0,1.18,0,0.59,0,0,0,3.55,7.69,0,2.37,2.37,7.69,0,0,1.78,0,1.78,0,0,0,0,0,0,0,1.18,0,0,30.18
Clinic,5/27/2020 0:00,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0.59,1.18,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,8.28
Clinic,5/28/2020 0:00,0,0,2.96,0,0,0,0,0,1.18,0.59,0,0,1.18,2.37,0,0,0.59,0,0.59,0.59,0,0,0,0,0,0,0,0,0,10.05
Clinic,5/29/2020 0:00,0,0,5.33,0,0,0,0,0,1.18,0.59,0,7.1,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0.59,0,0,15.97
Clinic,6/1/2020 0:00,0,0,4.14,0,0,0,0,0,8.88,3.55,0,0.59,0,54.44,0,0,0,0.59,2.96,1.18,0,0.59,0,0,0,0,2.37,0,0,79.29
Clinic,6/2/2020 0:00,0,0,0.59,0,0,0,0,0,4.14,7.69,0,2.96,0,31.95,0,0,0,0,1.18,0.59,0,0,0,0,0,0,0.59,0,0,49.69
Clinic,6/3/2020 0:00,0,0,3.55,0,0,0,0,0,0,0.59,0,0.59,0,1.78,0,0.59,0.59,0,0,1.78,0,0,0,0,0,0,1.18,0,0,10.65
Clinic,6/4/2020 0:00,0,0,4.14,0,0,0,0,0,0,1.18,0,0,0,4.14,0,0,0,0,0,0.59,0,0,0,0,0,0,4.73,0,0,14.78
Clinic,6/5/2020 0:00,0,0,2.37,0,0,0,0,0,1.18,4.73,0,2.96,0,2.96,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79
Clinic,6/8/2020 0:00,0,0,1.18,0.59,0,0,0,0,0,1.78,0,0,0.59,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32
Clinic,6/9/2020 0:00,0,0,0,0,0,0,0,0,0,3.55,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,6.51
Clinic,6/10/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinic,6/11/2020 0:00,0,0.59,0,0,0,0,0,0,0.59,1.78,0,0,1.18,0.59,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,2.96,11.24
Clinic,6/12/2020 0:00,0,0,2.96,0.59,0,0,0,0,0,4.14,0,0,0,1.78,6.51,0,0,0,0,0,0,0.59,0,0,0,0,9.47,0.59,1.78,28.41
Clinic,6/15/2020 0:00,0,0,0.59,0,0,0,0,0,1.18,11.24,0,1.78,0,5.33,0,0,0,0,0,0.59,0,0,0,0,0,0,4.14,0,0,24.85
